RecordID,Input,Instruction,Move,dir,amount,RopePiece,x,y
1827,U 4,671,1,U,4,T,49,62
6182,D 4,1788,1,D,4,H,140,70
6439,R 6,1880,5,R,6,T,131,89
3971,D 8,1146,8,D,8,T,28,40
1382,U 6,553,6,U,6,T,24,29
198,D 3,130,2,D,3,T,3,12
3839,U 6,1111,3,U,6,T,32,38
4521,U 7,1304,7,U,7,H,74,55
5653,U 6,1605,2,U,6,H,89,62
3671,U 5,1075,5,U,5,H,18,33
5817,U 15,1667,1,U,1,T,91,45
2490,R 4,816,2,R,4,T,34,25
3160,R 10,962,1,R,1,T,22,14
3525,L 7,1045,2,L,7,H,15,34
4511,L 5,1302,4,L,5,H,73,48
744,D 5,366,4,D,5,T,21,20
87,D 2,62,1,D,2,T,6,11
1937,D 6,697,1,D,6,H,54,59
2679,L 6,859,6,L,6,T,16,30
3811,R 3,1107,1,R,3,H,24,35
249,R 3,155,1,R,3,H,9,16
4284,U 2,1228,2,U,2,T,68,69
4238,U 6,1217,2,U,6,H,66,66
734,R 3,364,1,R,3,T,22,24
5585,D 6,1588,5,D,6,H,91,60
1119,L 3,482,3,L,3,H,28,21
394,U 4,231,3,U,4,H,6,12
1577,U 2,608,1,U,2,T,28,40
6488,U 5,1898,5,U,5,T,139,78
1724,D 5,646,2,D,5,T,48,53
4889,R 6,1399,4,R,6,H,61,60
2777,U 5,877,1,U,5,T,31,24
1403,L 5,561,2,L,5,H,23,36
3024,U 7,932,2,U,7,T,21,10
4979,U 8,1419,8,U,8,H,42,61
559,U 4,297,1,U,4,H,16,23
1132,U 6,487,2,U,6,T,30,21
1348,D 6,545,1,D,6,H,27,35
5591,U 9,1590,1,U,9,H,95,60
1065,D 4,470,1,D,4,H,21,28
3823,R 6,1109,1,R,6,T,26,43
5323,R 3,1514,1,R,3,T,101,65
3428,U 9,1024,3,U,9,T,18,27
5797,U 1,1660,1,U,1,H,93,46
1752,R 7,652,1,R,7,T,46,52
1358,D 4,547,1,D,4,H,31,29
952,U 5,439,1,U,5,H,17,33
3010,U 5,928,3,U,5,H,22,2
1039,R 5,461,3,R,5,H,24,29
5655,U 6,1605,4,U,6,H,89,64
6520,R 3,1910,2,R,3,T,137,76
1784,R 6,659,4,R,6,H,52,54
4159,R 9,1195,2,R,9,H,48,53
1009,D 5,453,5,D,5,T,11,35
6348,U 9,1849,7,U,9,T,132,69
83,D 2,59,1,D,2,T,5,12
3580,U 5,1059,2,U,5,T,15,30
2541,U 5,830,3,U,5,T,21,25
1392,U 4,557,3,U,4,H,26,30
2153,L 2,744,1,L,2,T,67,46
5747,D 7,1642,4,D,7,T,112,52
3195,L 5,974,2,L,5,H,16,21
1692,R 2,638,2,R,2,H,53,53
5923,R 4,1706,2,R,4,H,113,54
2802,L 2,882,2,L,2,H,38,24
2166,D 5,746,5,D,5,H,72,42
3742,L 5,1096,3,L,5,T,14,39
1172,L 6,495,2,L,6,T,27,28
3482,U 9,1035,3,U,9,H,18,42
3073,R 6,940,6,R,6,H,13,28
6636,D 11,1952,1,D,1,H,130,92
4481,D 10,1288,1,D,1,H,79,50
2123,R 1,735,1,R,1,T,62,55
5632,L 5,1601,1,L,5,T,88,67
6073,L 9,1749,3,L,9,T,154,42
3336,R 8,1005,3,R,8,T,29,38
2565,L 8,835,5,L,8,T,10,36
311,L 3,191,2,L,3,T,3,19
852,R 5,404,3,R,5,H,18,24
284,U 3,174,2,U,3,H,6,18
5195,U 8,1476,3,U,8,H,96,57
1333,R 6,539,6,R,6,T,29,31
1977,D 6,703,6,D,6,T,54,50
5107,L 5,1454,1,L,5,H,75,50
3986,R 6,1152,4,R,6,T,32,33
1979,U 8,704,2,U,8,T,54,50
2299,R 8,777,1,R,8,T,40,35
5604,D 3,1593,3,D,3,T,95,66
6174,D 3,1784,1,D,3,H,143,75
3518,D 5,1041,4,D,5,T,16,37
1418,D 5,564,5,D,5,H,25,31
2859,D 7,894,4,D,7,H,50,19
3813,R 3,1107,3,R,3,T,25,35
1623,U 7,622,3,U,7,H,29,50
1486,R 4,582,1,R,4,H,12,40
4559,R 6,1318,3,R,6,H,81,56
5166,D 8,1468,4,D,8,H,88,50
2924,D 7,907,7,D,7,H,22,2
1597,L 7,615,5,L,7,T,27,47
2202,U 3,757,3,U,3,H,63,49
3783,U 7,1102,6,U,7,H,5,34
6742,D 3,1999,2,D,3,T,141,102
2392,L 9,795,1,L,9,H,28,30
1621,U 7,622,1,U,7,H,29,48
0,0,0,0,0,0,H,0,0
1725,D 5,646,3,D,5,H,48,51
4078,L 1,1176,1,L,1,H,27,31
3177,D 2,970,2,D,2,T,18,22
6094,R 2,1755,1,R,2,T,145,49
6463,D 8,1890,2,D,8,H,139,88
6699,D 9,1979,8,D,9,T,134,100
5987,R 4,1721,4,R,4,T,138,50
4498,L 1,1298,1,L,1,T,78,54
1553,R 5,601,2,R,5,T,14,32
2865,L 9,895,3,L,9,T,48,16
4020,D 3,1161,1,D,3,T,25,41
2642,L 4,852,2,L,4,T,20,39
1070,R 6,471,2,R,6,T,22,25
316,U 1,193,1,U,1,H,1,17
6676,U 12,1971,1,U,1,H,142,104
1587,U 5,613,1,U,5,T,29,42
555,R 4,296,1,R,4,T,12,21
3002,U 8,926,4,U,8,H,22,-4
3785,R 9,1103,1,R,9,T,5,34
3182,R 6,971,5,R,6,T,22,21
317,R 2,194,1,R,2,H,2,17
90,R 1,64,1,R,1,T,5,10
1751,L 7,651,7,L,7,T,46,52
920,D 1,428,1,D,1,T,21,29
1807,D 6,663,6,D,6,H,48,57
5976,R 8,1719,2,R,8,H,130,50
5215,R 8,1483,4,R,8,T,100,68
6451,U 6,1885,4,U,6,H,133,88
3900,L 7,1129,5,L,7,T,23,44
3165,L 3,964,2,L,3,H,21,18
3778,U 7,1102,1,U,7,H,5,29
313,D 3,192,1,D,3,T,2,19
4462,R 3,1284,1,R,3,H,76,52
5509,L 9,1571,4,L,9,H,90,61
6494,D 6,1899,6,D,6,T,139,74
1841,U 6,675,1,U,6,T,52,65
466,R 2,260,1,R,2,T,5,19
5093,R 5,1450,3,R,5,H,74,57
1798,L 6,661,6,L,6,T,49,60
1394,L 1,558,1,L,1,T,26,30
2771,D 6,876,1,D,6,H,31,28
1293,L 6,528,6,L,6,T,26,14
5097,D 9,1452,1,D,9,H,76,57
2758,R 3,873,2,R,3,H,39,27
2489,R 4,816,1,R,4,T,34,25
6551,L 9,1920,5,L,9,H,138,85
3179,R 6,971,2,R,6,H,20,21
200,R 3,131,1,R,3,H,4,10
2599,U 6,843,5,U,6,H,10,35
6318,D 9,1838,4,D,9,H,139,67
2366,L 5,789,5,L,5,H,25,25
4421,U 5,1269,1,U,5,T,76,61
3813,R 3,1107,3,R,3,H,26,35
462,D 2,258,2,D,2,T,5,18
5430,L 6,1544,6,L,6,H,87,87
1970,R 8,702,7,R,8,T,52,55
634,D 3,327,3,D,3,H,15,23
4936,U 8,1411,5,U,8,T,50,55
6145,U 7,1773,4,U,7,H,152,63
3376,L 5,1016,1,L,5,T,34,38
6204,R 7,1800,4,R,7,T,142,73
2544,L 2,831,1,L,2,H,20,28
3675,R 7,1076,4,R,7,T,21,33
5292,L 5,1504,3,L,5,T,103,54
1451,U 7,572,2,U,7,H,19,40
5661,D 5,1609,1,D,5,T,89,65
47,D 2,33,2,D,2,H,6,7
116,L 2,81,1,L,2,H,4,10
3185,L 8,972,2,L,8,T,23,21
5197,U 8,1476,5,U,8,H,96,59
1268,D 6,521,5,D,6,H,27,17
570,D 4,301,3,D,4,H,17,23
5305,D 4,1507,2,D,4,H,101,60
3698,U 6,1081,6,U,6,T,15,36
5877,R 4,1690,2,R,4,H,109,50
936,U 5,434,2,U,5,H,21,31
1928,U 5,695,4,U,5,H,61,59
6407,L 6,1863,6,L,6,T,126,74
2268,D 5,771,2,D,5,H,44,42
5035,L 6,1431,4,L,6,T,69,59
2297,D 6,776,5,D,6,H,40,35
3627,R 6,1065,4,R,6,H,22,43
2998,L 10,925,1,L,1,H,22,-8
6636,D 11,1952,1,D,1,T,130,92
4118,U 7,1187,1,U,7,H,45,39
2062,L 2,720,2,L,2,H,64,50
3034,U 8,934,4,U,8,T,22,19
2728,R 8,868,1,R,8,H,37,15
6435,R 6,1880,1,R,6,T,127,88
1232,D 5,510,5,D,5,H,15,19
870,D 4,409,2,D,4,H,21,19
5336,D 7,1517,7,D,7,T,106,61
1400,U 6,559,6,U,6,H,25,37
354,R 3,215,2,R,3,H,7,17
4489,L 3,1295,2,L,3,T,79,49
3122,U 6,952,1,U,6,T,20,16
4304,D 6,1234,3,D,6,H,68,76
2397,L 9,795,6,L,9,T,24,30
1482,L 4,580,3,L,4,T,13,42
4188,R 8,1203,8,R,8,T,61,60
1554,R 5,601,3,R,5,H,16,32
3866,U 2,1120,2,U,2,H,25,47
3104,R 4,946,3,R,4,T,12,17
1538,D 6,598,5,D,6,H,6,38
2509,U 2,819,2,U,2,T,29,19
4444,U 3,1277,3,U,3,T,76,63
1182,R 3,497,3,R,3,T,24,25
1440,D 4,569,2,D,4,H,24,40
6394,L 4,1860,1,L,4,T,134,72
3567,L 5,1056,2,L,5,T,19,32
4342,L 6,1246,4,L,6,H,72,70
5915,R 9,1704,4,R,9,H,107,54
5764,L 2,1646,2,L,2,H,103,45
3025,U 7,932,3,U,7,T,21,11
3575,D 6,1058,3,D,6,H,15,32
2484,U 5,814,4,U,5,T,36,23
6240,D 4,1812,4,D,4,H,149,73
873,L 3,410,1,L,3,T,21,18
3856,L 9,1115,7,L,9,H,27,43
3278,R 6,993,4,R,6,H,35,23
1352,D 6,545,5,D,6,T,27,32
3781,U 7,1102,4,U,7,T,5,31
426,R 4,242,4,R,4,H,6,14
3832,D 8,1110,4,D,8,T,32,41
4827,L 6,1384,5,L,6,T,65,69
143,R 2,101,2,R,2,H,2,15
105,D 2,74,1,D,2,H,5,8
2708,D 7,865,4,D,7,H,27,25
1397,U 6,559,3,U,6,T,25,33
211,R 3,138,1,R,3,T,7,11
3393,L 8,1019,2,L,8,T,31,31
4625,D 5,1333,2,D,5,H,65,48
12,D 2,8,2,D,2,T,1,-2
2893,D 5,901,2,D,5,H,35,4
3245,U 4,985,4,U,4,T,19,17
2591,R 7,842,4,R,7,T,6,30
36,R 2,27,1,R,2,H,4,6
1769,D 3,656,1,D,3,H,53,52
1843,U 6,675,3,U,6,H,53,68
4202,L 9,1206,4,L,9,T,60,69
6272,R 1,1825,1,R,1,H,142,74
3945,U 8,1140,5,U,8,H,26,37
546,R 4,292,4,R,4,H,16,20
3598,R 9,1062,1,R,9,H,10,42
1387,D 3,556,1,D,3,T,25,30
4386,L 6,1261,4,L,6,H,64,66
4945,D 9,1412,6,D,9,H,50,53
63,R 2,46,1,R,2,H,4,11
6629,U 7,1949,3,U,7,H,130,89
485,R 4,266,1,R,4,T,10,23
5780,U 15,1652,1,U,1,H,102,44
3685,D 3,1078,3,D,3,T,21,31
3763,R 8,1099,4,R,8,T,6,32
2557,L 5,833,3,L,5,H,16,37
2875,D 9,898,2,D,9,T,40,14
4085,R 9,1179,1,R,9,H,27,36
4584,L 9,1323,5,L,9,H,73,47
5768,D 6,1647,4,D,6,T,103,42
3847,U 3,1113,3,U,3,T,32,42
4213,U 4,1211,1,U,4,H,54,67
761,D 5,370,5,D,5,T,21,17
935,U 5,434,1,U,5,H,21,30
2938,R 9,912,5,R,9,T,21,0
839,U 2,398,1,U,2,T,18,25
1208,U 3,505,1,U,3,T,17,21
6087,U 9,1754,3,U,9,T,145,43
5248,R 9,1493,7,R,9,H,106,60
4229,R 4,1215,2,R,4,H,64,69
4694,L 2,1353,2,L,2,T,55,48
2013,D 6,711,3,D,6,H,62,55
3871,D 7,1121,5,D,7,T,25,43
2380,R 6,791,5,R,6,H,30,34
2534,U 3,826,3,U,3,T,22,21
2531,L 6,825,6,L,6,T,23,19
958,L 5,441,1,L,5,H,16,36
5478,D 8,1564,5,D,8,H,86,72
2183,L 3,752,2,L,3,T,71,39
6423,U 3,1870,2,U,3,H,127,84
2046,D 8,717,8,D,8,T,66,51
4278,U 4,1226,1,U,4,T,70,64
482,D 4,264,4,D,4,T,11,24
66,R 1,48,1,R,1,H,5,11
5861,R 9,1685,7,R,9,T,103,59
3252,R 9,987,5,R,9,H,22,18
3113,R 7,949,1,R,7,H,15,16
5704,U 11,1629,1,U,1,H,106,66
3051,L 8,938,1,L,8,H,14,19
664,D 2,339,1,D,2,H,5,31
1050,L 3,464,2,L,3,H,22,24
4100,R 7,1182,5,R,7,T,38,37
3720,R 11,1088,1,R,1,H,15,45
4310,U 4,1236,2,U,4,T,68,74
6379,L 16,1856,1,L,1,T,129,76
321,U 3,195,3,U,3,H,3,20
5160,R 8,1467,6,R,8,H,86,54
1316,U 6,534,5,U,6,T,28,27
134,D 1,95,1,D,1,H,1,11
1561,U 3,604,2,U,3,T,20,32
5666,R 14,1610,1,R,1,T,90,62
1522,U 6,593,2,U,6,T,4,39
5069,L 6,1442,4,L,6,T,69,53
3712,L 2,1086,2,L,2,H,14,38
3311,U 5,1000,1,U,5,T,32,30
5757,L 8,1643,7,L,8,H,105,48
1588,U 5,613,2,U,5,H,30,44
3095,D 9,944,5,D,9,H,10,19
4034,L 4,1163,4,L,4,T,29,38
269,U 1,166,1,U,1,H,9,16
4415,D 6,1268,1,D,6,T,76,65
4102,R 7,1182,7,R,7,H,41,37
2119,L 6,734,3,L,6,H,64,55
4673,R 3,1345,1,R,3,T,53,48
6710,U 2,1986,2,U,2,T,132,99
703,U 5,352,4,U,5,H,13,26
3616,D 8,1064,1,D,8,T,18,50
6150,U 13,1775,1,U,1,T,152,65
814,L 5,390,3,L,5,H,14,20
4956,D 4,1414,1,D,4,H,50,56
6718,D 4,1989,1,D,4,H,137,99
2752,U 9,872,5,U,9,T,37,22
2825,R 4,888,4,R,4,H,36,37
4013,L 8,1160,2,L,8,H,30,41
1276,D 1,524,1,D,1,T,25,19
6125,L 15,1766,1,L,1,H,149,56
2426,U 7,802,1,U,7,H,32,30
2241,R 7,765,4,R,7,H,50,49
5937,R 3,1712,2,R,3,H,116,49
4640,U 9,1337,1,U,9,T,56,46
6469,D 8,1890,8,D,8,T,139,83
539,U 3,290,3,U,3,T,12,22
4633,L 9,1334,5,L,9,T,61,45
4696,R 4,1355,1,R,4,T,55,48
6612,L 6,1946,2,L,6,T,144,87
5059,R 3,1440,3,R,3,T,71,47
4422,U 5,1269,2,U,5,H,76,62
6170,U 8,1782,8,U,8,H,146,76
85,U 1,60,1,U,1,T,6,11
6389,D 6,1859,2,D,6,H,134,75
914,U 5,426,4,U,5,H,24,28
4862,L 9,1391,5,L,9,T,64,61
4242,U 6,1217,6,U,6,T,66,69
1213,D 4,506,3,D,4,H,17,20
3983,R 6,1152,1,R,6,H,30,33
1281,D 4,526,3,D,4,T,26,16
4087,R 9,1179,3,R,9,H,29,36
3738,U 4,1095,3,U,4,H,16,38
4267,D 11,1223,1,D,1,H,75,60
645,D 4,332,1,D,4,T,10,25
550,L 4,293,4,L,4,T,13,20
2379,R 6,791,4,R,6,H,29,34
4723,L 5,1359,5,L,5,H,62,57
5561,L 8,1583,1,L,8,H,88,65
6587,D 10,1935,1,D,1,T,140,85
24,U 1,18,1,U,1,H,3,1
293,D 1,179,1,D,1,T,3,18
5481,D 8,1564,8,D,8,T,86,70
3220,U 9,979,7,U,9,H,12,18
3827,R 6,1109,5,R,6,H,31,44
6614,L 6,1946,4,L,6,H,141,87
145,U 2,102,2,U,2,T,2,16
473,R 4,262,2,R,4,T,8,24
1306,U 5,532,4,U,5,H,24,22
2068,U 7,721,6,U,7,H,64,56
764,R 5,372,1,R,5,T,20,16
819,R 4,391,3,R,4,H,15,20
2669,D 8,858,4,D,8,T,21,35
5696,R 7,1624,5,R,7,H,104,64
295,R 2,181,1,R,2,H,3,18
929,U 2,432,2,U,2,T,21,33
3753,L 8,1098,2,L,8,H,9,32
696,R 5,351,2,R,5,T,9,22
5104,D 9,1452,8,D,9,T,76,51
5396,R 1,1536,1,R,1,T,88,84
4401,R 9,1264,7,R,9,H,68,61
5558,D 8,1581,8,D,8,T,87,66
1457,L 1,573,1,L,1,T,19,44
3448,D 9,1027,6,D,9,H,18,34
2962,D 7,917,5,D,7,T,28,-9
543,R 4,292,1,R,4,T,12,21
2222,L 8,760,7,L,8,H,53,49
4268,U 4,1224,1,U,4,H,75,61
2040,D 8,717,2,D,8,H,66,56
234,D 2,148,2,D,2,T,8,13
3411,U 7,1022,1,U,7,T,19,26
2688,D 3,861,3,D,3,H,15,33
401,U 4,233,2,U,4,H,2,15
2290,R 8,775,6,R,8,H,38,40
263,U 3,162,3,U,3,H,9,18
3878,U 5,1123,1,U,5,T,28,40
750,L 4,368,2,L,4,H,19,21
5123,R 7,1459,2,R,7,T,74,50
2111,U 6,733,1,U,6,H,67,50
1215,R 3,507,1,R,3,H,18,19
3850,L 9,1115,1,L,9,T,33,43
3514,R 11,1040,1,R,1,T,16,40
3204,D 8,976,4,D,8,H,13,19
1184,D 2,498,2,D,2,T,25,24
3842,U 6,1111,6,U,6,H,32,42
3711,L 2,1086,1,L,2,H,15,38
5528,U 7,1573,7,U,7,H,92,68
5914,R 9,1704,3,R,9,H,106,54
3486,U 9,1035,7,U,9,H,18,46
254,D 1,158,1,D,1,T,10,16
3979,D 6,1151,3,D,6,T,29,37
2653,L 4,854,4,L,4,T,14,34
3023,U 7,932,1,U,7,T,22,9
1349,D 6,545,2,D,6,H,27,34
967,U 4,443,1,U,4,H,12,33
6230,U 6,1808,3,U,6,T,147,74
2958,D 7,917,1,D,7,T,27,-5
2532,U 3,826,1,U,3,T,23,19
3909,D 9,1131,5,D,9,H,22,39
3039,D 4,935,1,D,4,H,22,23
387,D 3,229,3,D,3,T,2,10
830,L 4,394,4,L,4,H,14,24
2969,L 7,918,5,L,7,H,23,-12
1574,U 6,606,5,U,6,T,27,38
2796,D 7,881,3,D,7,H,40,28
343,L 2,210,1,L,2,H,5,22
5321,U 9,1512,9,U,9,T,101,65
4104,L 5,1183,2,L,5,H,39,37
118,R 1,82,1,R,1,H,4,10
598,D 2,314,2,D,2,T,19,24
6329,L 7,1843,2,L,7,H,138,61
3418,D 8,1023,1,D,8,T,18,32
1846,U 6,675,6,U,6,T,53,70
6103,U 8,1760,4,U,8,H,147,52
6599,R 10,1940,1,R,1,T,149,85
2347,L 6,786,1,L,6,H,34,33
4955,U 7,1413,7,U,7,T,50,56
2321,L 8,781,1,L,8,T,41,38
4948,D 9,1412,9,D,9,T,50,51
4352,L 11,1249,1,L,1,H,69,65
377,L 4,226,4,L,4,T,7,15
223,U 2,143,2,U,2,H,8,13
3089,R 5,943,4,R,5,H,9,24
3939,L 3,1139,2,L,3,H,27,32
4076,U 5,1175,4,U,5,T,28,29
5391,U 8,1533,6,U,8,H,88,83
5462,D 7,1557,6,D,7,H,92,76
4853,R 6,1390,2,R,6,H,64,61
5421,R 6,1543,3,R,6,H,90,87
464,U 3,259,2,U,3,H,5,19
5274,D 8,1500,7,D,8,H,96,52
4622,L 7,1331,7,L,7,T,65,50
4617,L 7,1331,2,L,7,T,70,49
4619,L 7,1331,4,L,7,T,68,50
4904,D 6,1401,4,D,6,T,54,57
1854,L 8,676,8,L,8,H,45,71
369,L 2,224,1,L,2,T,11,17
619,D 4,322,1,D,4,T,15,33
3238,D 4,984,1,D,4,T,18,18
3529,L 7,1045,6,L,7,T,12,34
3786,R 9,1103,2,R,9,T,6,35
1130,D 5,486,5,D,5,T,30,21
3627,R 6,1065,4,R,6,T,21,43
4443,U 3,1277,2,U,3,T,76,62
5011,R 8,1428,1,R,8,H,59,66
2556,L 5,833,2,L,5,H,17,37
4950,U 7,1413,2,U,7,T,50,51
982,L 6,446,6,L,6,H,3,39
3721,D 2,1089,1,D,2,T,14,44
5360,U 3,1526,1,U,3,H,95,67
3433,U 9,1024,8,U,9,T,18,32
2021,U 8,712,5,U,8,H,62,57
2968,L 7,918,4,L,7,T,25,-12
4341,L 6,1246,3,L,6,T,74,70
296,R 2,181,2,R,2,T,3,18
4943,D 9,1412,4,D,9,T,50,56
2627,D 6,848,1,D,6,H,19,38
136,R 1,97,1,R,1,H,2,12
1530,L 2,596,1,L,2,T,5,43
247,L 3,154,2,L,3,T,10,16
1680,R 7,635,5,R,7,T,53,56
5132,U 4,1460,4,U,4,T,80,53
4250,D 8,1219,1,D,8,T,72,70
6502,R 7,1906,1,R,7,H,139,75
3918,U 2,1133,2,U,2,H,25,37
512,U 2,277,2,U,2,T,13,18
4584,L 9,1323,5,L,9,T,74,47
4610,U 5,1329,1,U,5,T,70,45
2864,L 9,895,2,L,9,T,49,16
1205,D 3,504,1,D,3,T,18,23
5589,R 4,1589,3,R,4,H,94,59
3966,D 8,1146,3,D,8,T,28,45
4518,U 7,1304,4,U,7,T,74,51
241,L 2,151,2,L,2,T,10,14
3353,D 7,1009,4,D,7,H,34,41
4556,D 5,1317,5,D,5,H,78,56
2863,L 9,895,1,L,9,H,49,16
690,D 4,348,3,D,4,T,7,26
6315,D 9,1838,1,D,9,T,139,71
1033,R 3,459,3,R,3,H,21,32
1056,D 3,466,3,D,3,T,21,24
5545,L 5,1579,1,L,5,H,90,73
5795,U 2,1658,2,U,2,H,93,46
3546,R 9,1049,4,R,9,T,10,29
5927,D 6,1707,2,D,6,H,115,52
3450,D 9,1027,8,D,9,H,18,32
4197,U 9,1204,9,U,9,H,62,69
3982,D 6,1151,6,D,6,H,29,33
601,U 4,315,3,U,4,T,19,25
6283,L 9,1827,9,L,9,H,133,76
916,L 4,427,1,L,4,H,23,29
595,D 2,312,2,D,2,H,18,25
3302,D 6,997,2,D,6,H,30,34
6328,L 7,1843,1,L,7,T,140,62
1924,L 3,694,3,L,3,H,61,55
4564,D 5,1319,2,D,5,H,84,54
791,R 1,381,1,R,1,T,18,15
5041,D 4,1434,2,D,4,T,67,57
5685,R 9,1622,4,R,9,H,94,63
726,D 2,361,2,D,2,T,22,21
336,L 1,205,1,L,1,T,5,21
4950,U 7,1413,2,U,7,H,50,52
1260,R 6,520,3,R,6,T,23,22
2541,U 5,830,3,U,5,H,21,26
740,L 4,365,4,L,4,T,22,23
6283,L 9,1827,9,L,9,T,134,76
3615,U 9,1063,9,U,9,H,18,51
3632,R 2,1067,2,R,2,H,26,42
5076,R 6,1443,5,R,6,T,70,53
2301,R 8,777,3,R,8,T,42,34
3599,R 9,1062,2,R,9,T,10,42
6640,R 18,1956,1,R,1,H,130,92
5151,U 4,1466,1,U,4,H,80,51
1644,D 2,628,1,D,2,H,41,57
1943,U 5,698,1,U,5,H,54,55
1835,L 3,673,3,L,3,T,49,65
2559,L 5,833,5,L,5,T,15,37
6573,U 5,1931,1,U,5,H,135,82
4880,L 3,1394,2,L,3,T,58,61
228,R 3,146,1,R,3,H,6,12
3673,R 7,1076,2,R,7,T,19,33
5256,L 6,1494,6,L,6,H,102,60
3312,U 5,1000,2,U,5,T,32,30
1710,R 7,642,6,R,7,T,47,54
4849,L 7,1388,6,L,7,H,63,62
1350,D 6,545,3,D,6,T,27,34
4194,U 9,1204,6,U,9,T,62,65
326,L 1,199,1,L,1,H,4,20
5003,R 9,1423,9,R,9,H,60,63
2276,L 7,772,5,L,7,T,40,39
1081,L 4,473,3,L,4,H,24,21
1380,U 6,553,4,U,6,H,24,28
6092,U 9,1754,8,U,9,T,145,48
3615,U 9,1063,9,U,9,T,18,50
1287,R 5,527,5,R,5,T,30,14
5451,R 6,1555,2,R,6,T,87,80
3116,R 7,949,4,R,7,T,17,16
4149,U 9,1194,1,U,9,H,46,45
3159,U 2,961,2,U,2,H,22,15
6601,R 11,1942,1,R,1,H,151,86
4872,U 6,1392,6,U,6,T,59,66
4297,U 4,1232,2,U,4,T,66,76
3992,U 5,1154,2,U,5,H,35,33
718,R 5,356,5,R,5,T,20,21
3245,U 4,985,4,U,4,H,19,18
5367,U 9,1529,2,U,9,H,96,69
2365,L 5,789,4,L,5,T,27,25
1014,D 5,455,1,D,5,H,15,33
4289,U 5,1230,1,U,5,H,64,71
1930,L 7,696,1,L,7,H,60,60
3148,D 8,959,3,D,8,H,18,18
6425,R 12,1871,1,R,1,H,128,85
6335,R 18,1844,1,R,1,T,134,61
2871,L 9,895,9,L,9,H,41,16
3585,L 6,1060,2,L,6,T,14,34
1899,D 5,688,2,D,5,T,61,67
3707,U 5,1085,2,U,5,H,16,35
2870,L 9,895,8,L,9,T,43,16
5092,R 5,1450,2,R,5,H,73,57
153,U 1,108,1,U,1,H,4,21
4771,L 12,1370,1,L,1,T,68,57
3166,L 3,964,3,L,3,T,21,18
551,D 1,294,1,D,1,T,13,20
966,D 4,442,4,D,4,H,12,32
5222,L 4,1484,3,L,4,T,103,68
5168,D 8,1468,6,D,8,H,88,48
2904,U 6,903,6,U,6,H,33,7
5794,U 2,1658,1,U,2,T,94,44
2470,R 9,812,1,R,9,H,28,22
267,D 3,164,3,D,3,T,10,16
141,U 2,100,2,U,2,T,0,14
456,U 3,256,1,U,3,H,3,17
6276,L 9,1827,2,L,9,T,141,75
280,R 2,172,1,R,2,T,6,17
5874,R 13,1688,1,R,1,H,107,51
3930,R 9,1136,7,R,9,H,31,33
5087,R 3,1448,1,R,3,H,69,56
6709,U 2,1986,1,U,2,T,132,98
4886,R 6,1399,1,R,6,T,57,61
3489,D 9,1036,1,D,9,H,18,47
5598,U 9,1590,8,U,9,H,95,67
825,R 2,393,1,R,2,T,16,23
3705,R 11,1084,1,R,1,T,15,33
2916,L 7,906,6,L,7,T,24,9
4529,U 5,1309,3,U,5,H,76,59
4476,D 8,1286,5,D,8,T,78,55
945,U 3,436,3,U,3,H,18,37
13,R 2,9,1,R,2,H,2,-3
2500,L 8,818,1,L,8,H,36,18
4934,U 8,1411,3,U,8,H,50,54
562,U 4,297,4,U,4,T,16,25
704,U 5,352,5,U,5,T,13,26
5035,L 6,1431,4,L,6,H,68,59
4098,R 7,1182,3,R,7,H,37,37
712,D 5,355,4,D,5,H,16,22
3668,U 5,1075,2,U,5,T,18,29
3775,L 6,1101,4,L,6,H,7,28
1760,D 4,653,2,D,4,H,52,50
6380,R 7,1857,1,R,7,H,129,77
5907,U 3,1701,1,U,3,H,102,53
4140,L 7,1192,4,L,7,T,45,44
5333,D 7,1517,4,D,7,T,106,64
5078,L 4,1444,1,L,4,T,71,53
3359,L 7,1010,3,L,7,H,31,38
5203,U 4,1478,2,U,4,H,96,63
5367,U 9,1529,2,U,9,T,95,68
258,L 3,160,2,L,3,T,11,16
51,R 2,36,1,R,2,H,6,9
4548,R 7,1315,6,R,7,H,79,61
4169,U 12,1198,1,U,1,T,54,53
2933,D 2,911,2,D,2,H,17,0
702,U 5,352,3,U,5,H,13,25
3408,L 6,1021,4,L,6,H,20,26
320,U 3,195,2,U,3,T,3,18
445,U 4,250,1,U,4,H,3,14
1475,D 4,578,4,D,4,T,15,39
472,R 4,262,1,R,4,T,7,23
2659,R 7,857,1,R,7,T,14,37
4522,L 13,1305,1,L,1,T,74,54
469,U 4,261,2,U,4,H,7,22
5733,U 6,1638,4,U,6,T,107,53
5030,R 6,1430,5,R,6,T,70,59
6051,L 15,1740,1,L,1,T,156,42
4192,U 9,1204,4,U,9,H,62,64
1228,D 5,510,1,D,5,T,15,23
3155,R 4,960,2,R,4,T,19,13
6310,D 7,1836,4,D,7,H,139,73
2674,L 6,859,1,L,6,T,21,31
286,D 2,175,1,D,2,H,6,18
3573,D 6,1058,1,D,6,H,15,34
2750,U 9,872,3,U,9,H,37,21
3337,R 8,1005,4,R,8,H,31,38
1553,R 5,601,2,R,5,H,15,32
4813,L 9,1382,8,L,9,T,63,69
2419,R 7,801,1,R,7,T,26,29
3368,R 8,1011,5,R,8,T,31,38
1104,R 5,479,2,R,5,T,27,20
